location,likes,text,date
"Valparaiso, IN",2191,RT @AmyMcGrathKY: More excuses from the Senate majority leader about why he didn't take this threat seriously and move to mitigate this pan…,12/1/2011
"Stockton, CA",3101,RT @DineshDSouza: A leading Democrat insists this is the time for America to dispatch taxpayer money to a deadly foe and official state spo…,10/22/2011
"Los Angeles, California",128138,"Inside wet markets, wild &amp; domesticated animals are mixed together in cramped cages &amp; unsanitary enclosures, creati… https://t.co/9a9QQJGSn2",8/10/2013
"Washington, USA",417298,RT @GordonGChang: #China told the world that the #coronavirus could not be passed on from one human to another when its leaders knew it cou…,6/10/2016
"Los Angeles, California",176548,RT @DearAuntCrabby: Dr. Anthony Fauci: No one can dispute that lives would be saved if we had instituted social distancing measures  when t…,3/4/2011
"ST. LOUIS, MO",8256,"One of my books will be free every week during this pandemic, until the release of my new one! This week: sales boo… https://t.co/8wyfYhvShS",7/6/2010
"Herrin, Illinois",73751,"RT @DrIbram: Throughout this pandemic, people have been using anecdotes of individuals as those individuals are representative of Black peo…",3/14/2018
"Baltimore, MD",30706,RT @AACNme: The National Institutes of Health (@NIH) developed Treatment Guidelines to inform clinicians how to optimally manage care for p…,11/1/2013
"Dallas, TX",353013,"RT @UROCKlive1: One thing about Trump: he's transparent about his priorities. He rarely mentions anyone suffering or people's loss, just sw…",8/25/2012
"Dallas, TX",25649,RT @nytimes: The New York Times analyzed every word President Trump has spoken at his White House briefings and other presidential remarks…,3/21/2008
"Columbus, OH",43403,"RT @DWUhlfelderLaw: Mike Huckabee, who filed a false bar complaint against me, lost a hearing today attempting to get access to a beach dur…",6/6/2011
"Houston, TX",2703,RT @abc13houston: 3 Houston-area CVS employees test positive for COVID-19 https://t.co/lK0bxm9uly https://t.co/okyHG5zLpd,11/24/2015
"Minnesota, USA",287158,"RT @Timodc: “A pandemic is a lot like a forest fire. If caught early it might be extinguished with limited damage. If allowed to smolder, u…",5/27/2014
"Plano, TX",17290,"RT @AmThoughtLeader: 🚨LIVE🚨

The #CCPvirus pandemic is the latest wakeup call of the threat posed by China's Communist Party.

""The CCP Met…",11/16/2008
"Detroit, MI",1962,@Digikriden @TomSullBoston @AP @realDonaldTrump https://t.co/uTjYfhs1nQ,7/5/2018
"Texas, USA",14111,@MailOnline China fucking the world bad  🤨🤨,6/20/2014
"Washington, D.C.",1662,RT @RepFredUpton: Spoke with the @US_FDA about @michiganstateu’s proposal to cleanse &amp; reuse Personal Protective Equipment (PPE). Good work…,12/6/2010
"Los Angeles, CA",27822,@garjnn @mocampo38 Stay home pumpkin,9/3/2012
"California, USA",7848,RT @jack: I’m moving $1B of my Square equity (~28% of my wealth) to #startsmall LLC to fund global COVID-19 relief. After we disarm this pa…,3/4/2017
"Renton, WA",53362,RT @JimMFelton: That screaming noise you can hear in the distance is a bunch of science and health journalists who’ve just realised they’re…,10/26/2011
"Minneapolis, MN",149768,"RT @CNNPolitics: Barack Obama to mayors on the coronavirus: ""Speak the truth. Speak it clearly. Speak it with compassion. Speak it with emp…",5/1/2013
"New York, NY",26916,RT @michaeljknowles: 10 million Americans lost their jobs in two weeks because of China.,3/14/2016
"Virginia, USA",28,"RT @SpeakerPelosi: Everyone, young and old, needs to act now to slow the spread of COVID-19.  The best thing Americans can to do fight coro…",3/30/2017
"Los Angeles, CA",151546,RT @JustSumGuy176: IM NOT FUCKING KIDDING YOU WHEN I TELL YOU......I TOOK CARE OF A PATIENT WHO DRANK DILUTED BLEACH.....ITS NOT A FUCKING…,8/24/2014
"Nevada, USA",82951,"RT @baratunde: Remember When People Like Elon Musk Said ""X Kills More Than COVID?"" Not Anymore. So maybe we shouldn't listen to them now. O…",8/5/2009
"New York, USA",242228,RT @Clark408: @IngrahamAngle We got a calamity that no one wished for. It was just a matter of time before Trump's incompetence resulted in…,9/30/2014
"New York, New Jersey",5075,RT @HawaiiDelilah: I am quite sure people are stoked to immigrate to a country with a moron for a president &amp; teeming with a deadly virus.…,10/24/2011
"Madison, WI",1532,RT @PublicHealthMDC: The City of Madison and Dane County are working quickly to bolster support systems for people who are homeless during…,8/21/2008
"New Jersey, USA",10344,RT @ohatchus: Apparently @SpeakerPelosi wants this video deleted while she makes false allegations about how @potus acted on Covid.  Please…,3/27/2016
"Houston, TX",134184,RT @Cozyboyced: Yeah soon as lockdown is over I’m getting some more tattoos 🤧,10/6/2011
"Tucson, AZ",495561,RT @yashar: I hope they are being isolated. Primates can contract the coronavirus.,7/4/2015
"Grapevine, TX",38815,"RT @JoyAnnReid: Not surprising, but still awful. Remember that crack Venezuela Anti-Drug Operation that Trump surprised the press with at o…",9/1/2008
"West Lafayette, IN",39629,"RT @soapachu: Fear not everyone, Pat Robertson has worked out what caused the Coronavirus; oral sex! With women! Which they didn't have whe…",3/8/2012
"New York, NY",13665,"RT @JoeBiden: Donald Trump is not responsible for the coronavirus, but he is responsible for failing to prepare our nation to respond to it.",11/3/2015
"Oklahoma, Indian Territory",1136,But couldn't we have spent this money on football instead? https://t.co/TiAhiNfAYj,1/28/2013
"Wisconsin, USA",31860,"RT @ddayen: And here is today's scoop: USAA bank, one of the nation's largest, is grabbing coronavirus emergency checks. One family, a vet…",11/19/2014
"Oklahoma City, OK",395787,"RT @briebriejoy: #HearTheBern did 52 eps—no interruption. We had the tearful testimony of a deported vet, Amharic speaking volunteers expla…",12/26/2017
"SOUTH NEW JERSEY, USA",8345,Simply VOID every DIME of US debt held by China https://t.co/iZ1fpiWqpm,11/20/2012
"Staten Island, NY",50464,RT @Acosta: Source close to Coronavirus task force warns number of deaths in US could surpass recent modeling estimates of approximately 60…,10/13/2015
"Kentucky, USA",118744,RT @AlisonForKY: Let this be our prayer! #TogetherAtHome #GlobalCitizens #StayHome #StayHealthy #SaveLives,8/25/2016
"GALVESTON, TX",3988,"RT @ESPNKnockOut: Se guarda un minuto de silencio en la función de Nicaragua por las víctimas del Covid-19.

#ESPNKnockout 🥊 

🔥 ¡EN VIVO!…",1/5/2010
"Albany, NY",71122,RT @JoeNBC: More Americans died of the Coronavirus yesterday than died in the entire Iraq War. https://t.co/0RC66JdYoe,4/4/2009
"Michigan, USA",5,"fema: @JulieHutto2 Hi, we have not &amp; will not divert orders of PPE from federal, state and local partners, nor do w… https://t.co/YZE9YVvLxD",2/10/2018
"La Habra Heights, CA",671,My fortune cookie is mocking me. 🤨 #StayHome #SocialDistancing https://t.co/F2Y3Z4Qeul,8/13/2012
"Texas, USA",156467,RT @OneL_WIL: @avenue62 @FrankFigliuzzi1 @realDonaldTrump Trump praised China for their transparency in January. Then downplayed the virus…,12/18/2008
"Santa Monica, CA",4680,A Facebook group is matching healthcare providers who need to self-isolate due to potential exposure to #COVID19 wi… https://t.co/nrmEvqzf5u,2/22/2016
"Burlington, VT",403824,"RT @fred_guttenberg: Anyone surprised to learn that Trump did not care?
""In late January, President Trump's economic adviser Peter Navarro…",11/13/2017
"Michigan, USA",11023,"RT @MadisonSiriusXM: Sherry and I are sending prayers to @RepMaxineWaters and her family.

https://t.co/eLjgqFMnCc",12/14/2018
"Champaign, Illinois",184879,"RT @GavinNewsom: Today, Colorado and Nevada joined CA, OR, and WA in our Western States Pact.

The West Coast is -- and will continue to be…",4/18/2011
"New York, NY",2010,@VirusesImmunity @NathanGrubaugh @embojournal @EmboMolMed evaluate the strategies taken by Japan. At least based on… https://t.co/7Wop9of8WT,7/12/2017
"Kansas City, MO",19332,"RT @JamesMartinSJ: ""The next time any of these groups calls themselves pro-life, we need to remind ourselves about these death-dealing deci…",6/25/2014
"Wisconsin, USA",2780,@BaatzTraci @migov @GovWhitmer @MichiganHHS @MichEMHS @MichStatePolice @CDCgov @femaregion5 They are posting them l… https://t.co/q40TVeV9e4,8/21/2010
"North Carolina, USA",4413,"Yes, sue the pants off of them and maybe they will think twice before chucking our constitution in the garbage again https://t.co/IqKXryPXRa",4/26/2020
"Florida, USA ",127572,RT @billyjack2016: These MFers calling for ppl to go back to work r the same cowards who ran away &amp; abandoned their posts. Trump couldn't d…,1/2/2012
"Sioux Falls, SD",596,Employees at two Sioux Falls businesses test positive for COVID-19 https://t.co/9jU3H1LzwI,2/23/2011
"Washington, MI",27404,@GingerLioness69 @dclynick66 I dont know what it is but during this lockdown there seems to be more people out ther… https://t.co/cWTimtjPbi,3/2/2013
"California, USA",158381,RT @LouisianaGov: I again want to thank @realDonaldTrump and @VP for supporting the people of Louisiana during this difficult time. We had…,12/6/2015
"Franklin, TN",13830,"RT @CNN: Colombian President Iván Duque announced that he will extend the nationwide isolation order until April 26. In a tweet, Duque said…",8/28/2017
"Houston,TX",77,"RT @PressSec: While CNN accuses the coronavirus briefings of being “propaganda,” they are now actively defending China’s coronavirus respon…",8/11/2008
"Burbank, CA",9579,RT @RealTimBlack: Canceling the Democratic presidential primary in New York with no pushback from the DNC further sets the stage for Trump…,9/5/2015
"Florida, USA",316114,RT @ACarole: This is insane.The information should not be change so this fool can get re-elected.Florida is now blocking medical examiners…,5/3/2016
"Prescott Valley, AZ",26613,"RT @American_Bridge: Currently: Almost half a million #coronavirus cases in the United States. 

One month ago: There were ~700 cases but @…",1/19/2016
"Colorado, USA",22063,"RT @MAJTOURE: To yall WILIN off the FALSE narrative that @realDonaldTrump said “take bleach” or whatever and are “outraged.”

Yall mighty q…",2/17/2020
"Baltimore, MD",3782,"@morganmacleod @fogdad64 @schwaid @ddale8 You also failed to acknowledge that your previous tweet was incorrect, CO… https://t.co/jIQEkrHkmD",5/7/2008
"Orlando, FL",96627,"RT @Yamiche: Pres Trump is now urging ppl to try an unproven treatment for coronavirus.

He said, ""There's a possibility, a possibility, an…",10/23/2007
"Nashville, TN",110,"In limited studies, COVID-19 has not been detected in breast milk; however we do not know for sure whether mothers… https://t.co/GkxIFNy6ew",2/26/2015
"Los Angeles, CA",306638,RT @briantylercohen: BREAKING: Liberal justice Jill Karofsky has DEFEATED the conservative incumbent in Wisconsin's Supreme Court election.…,3/6/2015
"Belen, NM",138230,NY Governor Declaring 'God Did Not Do This' -- Help Us in Our Pandemic Pain We Need All the Divine Help We Can Get… https://t.co/kL2Mt6fr50,1/23/2019
"Fayetteville, AR",666,"RT @NateSilver538: Trump's rally-around-the-flag bounce from coronavirus, such as it was, is now totally gone. https://t.co/Vfmzd6B2ps http…",3/14/2009
"Laredo, Texas, USA",111803,"RT @LinaHidalgoTX: Leadership in #COVID19 is about listening to data &amp; doctors, who’ve said we must reduce the population of folks in our j…",10/14/2009
"South Gate, CA",47435,RT @latimes: Gang intervention workers are vital community lifelines amid coronavirus pandemic https://t.co/bnRNznDa6R,5/21/2011
"Mississippi, USA",24915,Too many people are trying to use COVID-19 as a reason that can't do something. I'm over here trying to find new wa… https://t.co/xQ9olbAqVL,4/1/2018
"Los Angeles, CA",148989,"The three D's: Denial, Delay, Death.
🧐 https://t.co/9Mkn3P8ti5",5/5/2014
"Poughkeepsie, NY",46,Coronavirus Postponed Your Wedding? Now You Can Get Free Beer For a Year https://t.co/1gNoQJmnFY,1/24/2012
"Denver, CO",80438,@akonlover96 Stop that. You deserve it- stop thinking you have to be productive during a global pandemic and please give yourself a break!,1/10/2012
"Florida, USA",210375,"RT @JoeNBC: Actually Donald, you are. 
In one swing state poll after another. Yelling at your staff ain’t gonna get it. Telling the truth a…",9/8/2009
"Brooklyn, USA",67804,"RT @maddow: Military offers ventilators: they sit un-allocated
And testing labs: they sit unused
And hospital ships: they sit mostly empty…",1/9/2016
"Berkley, MI",27951,"RT @yabutaleb7: The top health official, Azar, called Trump on Jan. 18 to warn him about coronavirus. Before he could get a word in, Trump…",5/1/2009
"Washington, DC",20799,RT @GovLarryHogan: I’m grateful to President Trump for sending us a list of federal labs and generously offering Maryland use of them for #…,6/7/2014
"California, USA",334266,"RT @LibsInAmerica: Fox News hosts go mum on the covid-19 drug they spent weeks promoting

Hannity soon: Just to be clear. On this program w…",3/17/2009
"Phoenix, AZ",87976,"Okay so NBA or baseball starts back up June. 4 weeks in, an elite player, like Mike Trout or Lebron James tests pos… https://t.co/KCe5fAzaiB",8/21/2009
"Florida, USA",62401,WWE confirms first positive coronavirus test in the company https://t.co/Y56NI9RaXG,12/19/2013
"Gladstone, OR",55543,#TrumpIsALoser #TrumpGenocide #idiotinthewhitehouse  #VoteBlue #Biden2020 #InvokeArticle25 Trump’s clearly Mentally… https://t.co/XYzEAtVjzM,2/21/2011
"Chicago, IL",40924,Bueno saber que Chandler está a salvo https://t.co/nkHcz3ia1H,4/28/2009
"Queens, NY",20140,RT @Yamiche: We’re about 15 minutes into the WH briefing and most of that time has been spent listening to retail executives talk about the…,3/21/2009
"Lakewood, CO",298384,"RT @MikeGrunwald: Democrats cave: Nothing for states or cities, nothing for election protection or the post office, no oversight, no limits…",2/20/2016
"Texas, USA",39948,"RT @BNODesk: The tiger which tested positive for coronavirus is 4-year-old Nadia, a Malaysian tiger. Her sister, 2 Amur tigers, and 3 Afric…",2/9/2009
"Harlan, KY",29715,"RT @stevewymt: Governor Beshear just became very emotional, his voice cracking many times, when talking about a friend and Kentucky educati…",5/20/2017
"Albuquerque, NM",13090,RT @RexChapman: Sandra the orangutang started washing her hands because she saw all the zookeepers doing it repeatedly during the COVID-19…,12/29/2016
